id,start,open,high,low,close,vwp,volume,trades
1,1556836800,5495.89999988,5495.89999988,5495.89999988,5495.89999988,5495.89999988,0.10194259,1
2,1556836860,5495.89999989,5495.89999989,5495.89999989,5495.89999989,5495.89999989,0.00039659,1
3,1556836920,5495.89999988,5495.89999988,5495.89999988,5495.89999988,5495.89999988,0.36702616,12
4,1556836980,5495.89999988,5495.89999988,5495.89999988,5495.89999988,5495.89999988,0.0,0
5,1556837040,5495.89999988,5495.89999988,5495.89999988,5495.89999988,5495.89999988,0.0,0
6,1556837100,5495.89999988,5495.89999988,5495.89999988,5495.89999988,5495.89999988,0.0,0
7,1556837160,5495.89999988,5495.89999988,5495.89999988,5495.89999988,5495.89999988,1.11544186,1
8,1556837220,5495.89999988,5495.89999989,5495.89999988,5495.89999989,5495.89999988255,0.18802816,4
9,1556837280,5495.89999988,5495.89999988,5495.6,5495.6,5495.64614889101,0.76092836,5
10,1556837340,5494.52994836,5494.52994836,5492.912181,5492.912181,5494.51753493511,0.02372679,2
11,1556837400,5492.912181,5492.912181,5492.912181,5492.912181,5492.912181,0.0,0
12,1556837460,5492.912181,5492.912181,5492.912181,5492.912181,5492.912181,0.0,0
13,1556837520,5494.08111424,5499.7252362,5494.08111424,5499.7252362,5494.14628037801,1.01114515,4
14,1556837580,5498.46897969,5498.46897969,5498.39712317,5498.39712317,5498.39739886368,0.09954324,3
15,1556837640,5499.72523611,5499.72523611,5498.39712318,5498.39712318,5498.50780417795,0.02181827,2
16,1556837700,5498.39712318,5498.39712318,5498.39712318,5498.39712318,5498.39712318,0.0,0
17,1556837760,5498.39712318,5498.39712318,5498.39712318,5498.39712318,5498.39712318,0.0,0
18,1556837820,5498.39712318,5498.39712318,5498.39712318,5498.39712318,5498.39712318,0.0,0
19,1556837880,5498.39712318,5498.39712318,5498.39712318,5498.39712318,5498.39712318,0.0,0
20,1556837940,5498.39712318,5498.39712318,5498.39712318,5498.39712318,5498.39712318,0.0,0
21,1556838000,5498.39712318,5498.39712318,5498.39712318,5498.39712318,5498.39712318,0.0,0
22,1556838060,5493.751376,5493.751376,5493.751376,5493.751376,5493.751376,0.0278429,1
23,1556838120,5493.751376,5493.751376,5493.751376,5493.751376,5493.751376,0.0,0
24,1556838180,5492.91218101,5492.91218101,5491.37142527,5491.37142527,5492.07669401381,0.58148571,6
25,1556838240,5491.37142527,5491.37142527,5491.37142527,5491.37142527,5491.37142527,0.0,0
26,1556838300,5491.37142527,5491.37142527,5491.37142527,5491.37142527,5491.37142527,0.0,0
27,1556838360,5491.37142527,5491.37142527,5491.37142527,5491.37142527,5491.37142527,0.0,0
28,1556838420,5496.30806382,5496.30806382,5496.30806382,5496.30806382,5496.30806382,0.00018221,1
29,1556838480,5491.37142548,5491.37142548,5491.37142547,5491.37142547,5491.37142547045,0.07560559,2
30,1556838540,5495.58499847,5495.58499847,5495.58499847,5495.58499847,5495.58499847,0.0732572,1
31,1556838600,5495.58499847,5495.58499847,5495.58499847,5495.58499847,5495.58499847,0.0,0
32,1556838660,5495.58499847,5495.58499847,5495.58499847,5495.58499847,5495.58499847,0.0,0
33,1556838720,5495.58499847,5495.58499847,5495.58499847,5495.58499847,5495.58499847,0.0,0
34,1556838780,5498.39999999,5498.39999999,5498.39999999,5498.39999999,5498.39999999,0.92690568,1
35,1556838840,5498.4,5498.4,5498.4,5498.4,5498.4,0.00712372,2
36,1556838900,5498.4,5498.4,5498.4,5498.4,5498.4,0.53775794,2
37,1556838960,5498.4,5498.4,5498.4,5498.4,5498.4,0.0,0
38,1556839020,5498.4,5498.4,5498.4,5498.4,5498.4,0.0,0
39,1556839080,5498.4,5498.4,5498.4,5498.4,5498.4,0.0,0
40,1556839140,5498.4,5498.4,5498.4,5498.4,5498.4,0.0,0
41,1556839200,5505.0,5506.9,5505.0,5506.9,5506.60426544539,0.2912697,3
42,1556839260,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
43,1556839320,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
44,1556839380,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
45,1556839440,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
46,1556839500,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
47,1556839560,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
48,1556839620,5506.0,5506.9,5506.0,5506.9,5506.10336780685,0.01129756,2
49,1556839680,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
50,1556839740,5506.9,5506.9,5506.9,5506.9,5506.9,0.0,0
51,1556839800,5503.25889321,5503.25889321,5500.09839493,5500.09839493,5501.80993174474,1.19732318,9
52,1556839860,5504.04688571,5504.04688571,5504.04688571,5504.04688571,5504.04688571,0.07423414,1
53,1556839920,5502.00513056,5502.00513056,5502.00513055,5502.00513055,5502.00513055254,0.29226299,2
54,1556839980,5502.00513055,5502.00513055,5502.00513055,5502.00513055,5502.00513055,0.0,0
55,1556840040,5502.00513055,5502.00513055,5502.00513055,5502.00513055,5502.00513055,0.0,0
56,1556840100,5505.78232549,5505.78232549,5505.78232549,5505.78232549,5505.78232549,0.06602522,1
57,1556840160,5505.78232549,5505.78232549,5505.78232549,5505.78232549,5505.78232549,0.0,0
58,1556840220,5505.74085342,5505.74085342,5505.74085342,5505.74085342,5505.74085342,0.00181627,1
59,1556840280,5503.34299956,5503.34299956,5503.34299956,5503.34299956,5503.34299956,0.04332408,1
60,1556840340,5503.34299956,5503.34299956,5503.34299956,5503.34299956,5503.34299956,0.0,0
61,1556840400,5503.34299956,5503.34299956,5503.34299956,5503.34299956,5503.34299956,0.0,0
62,1556840460,5503.35,5503.35,5503.35,5503.35,5503.35,0.0001961,1
63,1556840520,5503.35,5503.35,5503.35,5503.35,5503.35,0.0,0
64,1556840580,5503.35,5503.35,5503.35,5503.35,5503.35,0.0,0
65,1556840640,5504.03336434,5504.03336434,5503.35,5503.35,5503.64760595108,0.03873526,2
66,1556840700,5503.35,5503.35,5502.89034692,5502.89034692,5503.08528938718,0.0463277,2
67,1556840760,5502.89034692,5502.89034692,5502.89034692,5502.89034692,5502.89034692,0.0,0
68,1556840820,5502.89034692,5502.89034692,5502.89034692,5502.89034692,5502.89034692,0.02817823,2
69,1556840880,5502.89034692,5502.89034692,5502.89034692,5502.89034692,5502.89034692,0.0,0
70,1556840940,5502.89034692,5502.89034692,5502.89034692,5502.89034692,5502.89034692,0.02094134,1
71,1556841000,5502.89034692,5502.89034692,5502.89034692,5502.89034692,5502.89034692,0.0,0
72,1556841060,5497.30882957,5497.30882958,5497.30882957,5497.30882958,5497.30882957219,0.095,2
73,1556841120,5497.30882958,5497.30882958,5497.30882958,5497.30882958,5497.30882958,0.0,0
74,1556841180,5496.29215771,5496.29215771,5496.29215771,5496.29215771,5496.29215771,0.00647355,1
75,1556841240,5497.79015178,5499.2,5497.79015178,5499.2,5498.33612633732,0.0153261,3
76,1556841300,5499.2,5499.2,5499.2,5499.2,5499.2,0.0,0
77,1556841360,5496.3,5496.3,5496.3,5496.3,5496.3,0.00095278,1
78,1556841420,5500.43100509,5500.4310051,5500.43100509,5500.4310051,5500.43100509983,0.36998545,2
79,1556841480,5500.4310051,5500.4310051,5500.4310051,5500.4310051,5500.4310051,0.0,0
80,1556841540,5500.4723121,5500.4723121,5500.4723121,5500.4723121,5500.4723121,0.08445234,1
81,1556841600,5500.4723121,5500.4723121,5500.4723121,5500.4723121,5500.4723121,0.0,0
82,1556841660,5500.4723121,5500.4723121,5500.4723121,5500.4723121,5500.4723121,0.0,0
83,1556841720,5496.2921577,5496.2921577,5496.2921577,5496.2921577,5496.2921577,0.00020888,1
84,1556841780,5491.37142546,5491.37142546,5488.7067974,5488.7067974,5490.53489072575,0.21254568,9
85,1556841840,5487.90481614,5487.90481614,5485.90000087,5485.90000087,5487.81101506968,0.00472088,2
86,1556841900,5485.37376861,5485.37376861,5485.37376861,5485.37376861,5485.37376861,0.00018257,1
87,1556841960,5485.37376861,5485.37376861,5485.37376861,5485.37376861,5485.37376861,0.0,0
88,1556842020,5484.73137,5484.73137,5483.80000002,5483.80000002,5483.81494223483,0.01304722,2
89,1556842080,5483.80000002,5483.80000002,5483.80000002,5483.80000002,5483.80000002,0.0,0
90,1556842140,5483.80000002,5483.80000002,5483.80000002,5483.80000002,5483.80000002,0.0,0
91,1556842200,5483.80000002,5483.80000002,5483.80000002,5483.80000002,5483.80000002,0.0,0
92,1556842260,5483.80000002,5483.80000002,5483.80000002,5483.80000002,5483.80000002,0.10801013,1
93,1556842320,5483.80000002,5483.80000002,5483.80000002,5483.80000002,5483.80000002,0.0,0
94,1556842380,5483.80000003,5483.80000003,5483.80000003,5483.80000003,5483.80000003,0.00556368,1
95,1556842440,5483.80000003,5483.80000003,5483.80000003,5483.80000003,5483.80000003,0.01195881,2
96,1556842500,5483.80000003,5483.80000003,5483.80000003,5483.80000003,5483.80000003,0.0,0
97,1556842560,5483.80000003,5483.80000003,5483.80000003,5483.80000003,5483.80000003,0.0,0
98,1556842620,5483.80000003,5483.80000003,5483.15403604,5483.15403604,5483.35072257696,0.52443688,3
99,1556842680,5483.15403604,5483.15403604,5483.15403604,5483.15403604,5483.15403604,0.0,0
100,1556842740,5487.66202668,5490.0,5486.10140852,5490.0,5486.49288489188,1.14034793,5
101,1556842800,5490.0,5490.0,5490.0,5490.0,5490.0,0.0,0
102,1556842860,5490.0,5490.0,5490.0,5490.0,5490.0,0.00182149,1
103,1556842920,5489.99999997,5490.0,5489.99999997,5490.0,5489.99999999947,0.52464308,10
104,1556842980,5490.0,5490.0,5490.0,5490.0,5490.0,0.019351,1
105,1556843040,5490.0,5490.0,5490.0,5490.0,5490.0,0.0,0
106,1556843100,5490.0,5490.0,5490.0,5490.0,5490.0,0.0,0
107,1556843160,5499.38309462,5499.38309462,5499.38309462,5499.38309462,5499.38309462,4.8841206,2
108,1556843220,5500.28309463,5506.9,5495.10285933,5502.55351745,5499.89015977293,4.40829837,27
109,1556843280,5502.55351745,5502.55351745,5502.55351745,5502.55351745,5502.55351745,0.0,0
110,1556843340,5502.55351745,5502.55351745,5502.55351745,5502.55351745,5502.55351745,0.0,0
111,1556843400,5505.3,5505.3,5505.3,5505.3,5505.3,0.120187,7
112,1556843460,5507.6,5507.6,5507.6,5507.6,5507.6,0.01309305,1
113,1556843520,5507.3925256,5507.6,5507.3925256,5507.6,5507.59971624504,0.13296409,3
114,1556843580,5507.6,5507.6,5507.6,5507.6,5507.6,0.0,0
115,1556843640,5507.5,5507.6,5507.5,5507.6,5507.55456433057,0.02290062,3
116,1556843700,5507.6,5507.6,5507.6,5507.6,5507.6,0.97056761,3
117,1556843760,5507.6,5507.6,5507.6,5507.6,5507.6,0.37105491,3
118,1556843820,5508.09999988,5508.3,5508.09999988,5508.3,5508.28884673507,1.23920667,11
119,1556843880,5508.3,5508.3,5508.3,5508.3,5508.3,0.27139832,4
120,1556843940,5513.2,5513.2,5513.2,5513.2,5513.2,0.1176636,2
121,1556844000,5513.46897969,5516.5,5513.46897969,5516.5,5514.74238312286,0.18821171,5
122,1556844060,5516.81591507,5522.0,5516.81591507,5519.44044569,5518.28865496463,0.55912484,13
123,1556844120,5521.35727371,5521.35727371,5521.35727371,5521.35727371,5521.35727371,0.00363454,2
124,1556844180,5521.35727371,5521.35727371,5521.35727371,5521.35727371,5521.35727371,0.0,0
125,1556844240,5521.99999892,5521.99999892,5521.99999892,5521.99999892,5521.99999892,0.04526791,1
126,1556844300,5511.37756015,5511.37756015,5511.37756015,5511.37756015,5511.37756015,0.01300742,1
127,1556844360,5512.45236791,5512.45236791,5512.45236791,5512.45236791,5512.45236791,0.027251,1
128,1556844420,5512.45236791,5512.45236791,5512.45236791,5512.45236791,5512.45236791,0.0,0
129,1556844480,5507.33444069,5512.45236792,5505.9941692,5512.45236792,5507.94768063289,1.24731286,6
130,1556844540,5512.45236792,5512.45236792,5512.45236792,5512.45236792,5512.45236792,0.0,0
131,1556844600,5512.45236792,5512.45236792,5512.45236792,5512.45236792,5512.45236792,0.05465398,1
132,1556844660,5518.0,5519.28709719,5518.0,5519.28709719,5519.27140563302,0.019995,3
133,1556844720,5519.28709719,5519.28709719,5519.28709719,5519.28709719,5519.28709719,0.0,0
134,1556844780,5519.0,5522.0,5519.0,5522.0,5521.6790154606,0.0018628,2
135,1556844840,5522.0,5522.0,5522.0,5522.0,5522.0,0.0,0
136,1556844900,5522.0,5522.0,5522.0,5522.0,5522.0,0.0,0
137,1556844960,5522.0,5522.0,5522.0,5522.0,5522.0,0.0,0
138,1556845020,5520.0,5522.0,5520.0,5522.0,5521.00929515856,0.00060354,3
139,1556845080,5522.0,5522.0,5522.0,5522.0,5522.0,0.0,0
140,1556845140,5522.92536057,5523.139125,5522.92536057,5523.139125,5523.03473512216,0.00040783,2
141,1556845200,5523.139125,5523.139125,5523.139125,5523.139125,5523.139125,0.0,0
142,1556845260,5524.54684772,5524.54684772,5524.54684772,5524.54684772,5524.54684772,0.00093548,1
143,1556845320,5528.15268582,5538.0,5527.83770347,5538.0,5534.80090182739,4.9024934,23
