id,start,open,high,low,close,vwp,volume,trades
144,1556845380,5531.08618247,5538.0,5529.01603794,5529.01603794,5531.38386685836,1.69278327,8
145,1556845440,5533.57048608,5534.49660083,5533.57048608,5533.57048608,5533.9717985255,0.35695911,3
146,1556845500,5533.57048608,5533.57048608,5531.35705787,5531.35705787,5532.02457684026,0.49598698,7
147,1556845560,5531.35705787,5531.35705787,5529.86336816,5529.86336816,5531.35515597825,0.17016623,5
148,1556845620,5529.86336816,5529.86336816,5529.86336816,5529.86336816,5529.86336816,0.0,0
149,1556845680,5531.35705787,5531.35705787,5531.35705787,5531.35705787,5531.35705787,0.00608881,1
150,1556845740,5528.39784087,5528.39784087,5528.39784087,5528.39784087,5528.39784087,0.00019897,1
151,1556845800,5528.39784087,5528.39784087,5528.39784087,5528.39784087,5528.39784087,0.0,0
152,1556845860,5528.82084669,5528.82084669,5528.82084669,5528.82084669,5528.82084669,0.00019895,1
153,1556845920,5528.82084697,5528.82084697,5528.82084697,5528.82084697,5528.82084697,0.00019895,1
154,1556845980,5528.82084697,5528.82084697,5528.82084697,5528.82084697,5528.82084697,0.0,0
155,1556846040,5528.82084697,5528.82084697,5528.82084697,5528.82084697,5528.82084697,0.0,0
156,1556846100,5533.57048601,5533.57048601,5533.57048601,5533.57048601,5533.57048601,0.0072933,1
157,1556846160,5533.37588268,5536.72667751,5533.37588268,5536.72667751,5533.90657439265,0.018229,3
158,1556846220,5536.72667751,5536.72667751,5536.72667751,5536.72667751,5536.72667751,0.0,0
159,1556846280,5536.7266775,5538.0,5536.7266775,5538.0,5537.98636370604,2.54462923,4
160,1556846340,5538.0,5538.0,5538.0,5538.0,5538.0,0.0,0
161,1556846400,5531.24691596,5531.24691596,5531.24691596,5531.24691596,5531.24691596,0.06386563,2
162,1556846460,5529.70000008,5529.70000008,5527.83598981,5529.70000007,5529.30426426476,0.77570814,7
163,1556846520,5529.70000007,5529.70000007,5529.70000007,5529.70000007,5529.70000007,0.0,0
164,1556846580,5528.79397304,5528.79397304,5528.79397304,5528.79397304,5528.79397304,0.00494981,2
165,1556846640,5528.79397304,5528.79397304,5528.79397304,5528.79397304,5528.79397304,0.0,0
166,1556846700,5528.79397304,5528.79397304,5528.79397304,5528.79397304,5528.79397304,0.0,0
167,1556846760,5528.79397304,5528.79397304,5528.79397304,5528.79397304,5528.79397304,0.0,0
168,1556846820,5528.79397304,5528.79397304,5528.79397304,5528.79397304,5528.79397304,0.0,0
169,1556846880,5524.87482233,5524.87482233,5524.87482233,5524.87482233,5524.87482233,0.095,1
170,1556846940,5524.87482233,5524.87482233,5524.87482233,5524.87482233,5524.87482233,0.0,0
171,1556847000,5524.87482233,5524.87482233,5524.87482233,5524.87482233,5524.87482233,0.0,0
172,1556847060,5531.44084878,5531.44084878,5531.44084878,5531.44084878,5531.44084878,0.00018783,1
173,1556847120,5531.44084878,5531.44084878,5531.44084878,5531.44084878,5531.44084878,0.0,0
174,1556847180,5531.44084878,5531.44084878,5531.44084878,5531.44084878,5531.44084878,0.0,0
175,1556847240,5531.44084878,5531.44084878,5531.44084878,5531.44084878,5531.44084878,0.0,0
176,1556847300,5531.44084878,5531.44084878,5531.44084878,5531.44084878,5531.44084878,0.0,0
177,1556847360,5528.79130448,5528.79130448,5528.79130448,5528.79130448,5528.79130448,0.00446999,1
178,1556847420,5538.0,5538.0,5537.18511014,5537.71586545,5537.99838703504,0.35916467,8
179,1556847480,5538.0,5540.00000107,5538.0,5539.81807578,5538.17340966022,1.28808921,13
180,1556847540,5539.94861997,5543.0,5539.94861997,5541.90035056,5540.17917483824,0.42584937,11
181,1556847600,5542.235913,5542.235913,5542.23591297,5542.23591297,5542.23591297165,0.00655548,2
182,1556847660,5537.94734944,5537.94734944,5537.94734944,5537.94734944,5537.94734944,0.0004685,1
183,1556847720,5542.94375935,5544.1390104,5542.94375935,5543.66897386,5543.93271506578,0.00587393,5
184,1556847780,5544.1390104,5549.0,5544.1390104,5549.0,5548.078651659,0.13461369,9
185,1556847840,5549.0,5555.5,5549.0,5555.5,5551.54909818341,1.90968322,38
186,1556847900,5554.31362455,5557.1232593,5554.31362455,5557.1232593,5554.39751216398,1.56449402,5
187,1556847960,5557.86137097,5557.86137097,5557.1232593,5557.1232593,5557.8199543348,0.00523029,2
188,1556848020,5556.53630157,5556.53630157,5556.25713799,5556.25713801,5556.51790643394,0.38500279,7
189,1556848080,5556.25713801,5556.25713801,5556.25713801,5556.25713801,5556.25713801,0.00090732,1
190,1556848140,5550.00000017,5558.66646705,5550.00000016,5558.66646705,5557.19660111866,1.39087881,6
191,1556848200,5558.66646705,5558.66646705,5558.66646705,5558.66646705,5558.66646705,0.0,0
192,1556848260,5553.81665323,5553.81665323,5553.81665322,5553.81665322,5553.81665322901,1.19307408,3
193,1556848320,5553.81665322,5553.81665322,5553.81665322,5553.81665322,5553.81665322,0.0,0
194,1556848380,5553.81665322,5553.81665322,5553.81665322,5553.81665322,5553.81665322,0.0,0
195,1556848440,5553.81665322,5553.81665322,5553.81665322,5553.81665322,5553.81665322,0.0,0
196,1556848500,5553.81665322,5553.81665322,5553.81665322,5553.81665322,5553.81665322,0.0,0
197,1556848560,5553.81665322,5553.81665322,5553.81665322,5553.81665322,5553.81665322,0.0,0
198,1556848620,5553.81665322,5553.81665322,5553.81665322,5553.81665322,5553.81665322,0.0,0
199,1556848680,5552.19549431,5557.75075599,5552.19549431,5557.75075599,5557.12132424255,0.00383006,2
200,1556848740,5557.75075599,5557.75075599,5557.75075599,5557.75075599,5557.75075599,0.0,0
201,1556848800,5557.75075599,5557.75075599,5557.75075599,5557.75075599,5557.75075599,0.0,0
202,1556848860,5557.75075599,5557.75075599,5557.75075599,5557.75075599,5557.75075599,0.0,0
203,1556848920,5557.75075599,5557.75075599,5557.75075599,5557.75075599,5557.75075599,0.0,0
204,1556848980,5552.1473866,5560.00000001,5552.1473866,5558.43035781,5556.74134039095,0.60977102,12
205,1556849040,5559.37903398,5559.37903398,5559.37903398,5559.37903398,5559.37903398,0.00056494,1
206,1556849100,5560.36345359,5561.90214981,5560.36345359,5561.90214981,5561.10470254549,0.00156107,4
207,1556849160,5562.0,5562.1445615,5562.0,5562.1445615,5562.08274312318,0.00131422,3
208,1556849220,5562.9112373,5570.0,5562.9112373,5570.0,5567.2726029681,0.18098988,25
209,1556849280,5570.45380493,5570.88108701,5567.30457177,5570.88108701,5570.45229633633,1.01932471,6
210,1556849340,5566.06870732,5566.06870732,5566.06870732,5566.06870732,5566.06870732,0.0528813,2
211,1556849400,5565.93020598,5565.93020598,5548.51428397,5548.51428397,5555.44042611127,1.07388821,14
212,1556849460,5551.0,5551.64837678,5550.83795449,5551.64837678,5551.62971694164,0.84361721,12
213,1556849520,5551.64837678,5558.6216732,5551.64837678,5556.39822452,5551.85093901481,0.44709551,8
214,1556849580,5556.39822452,5556.39822452,5556.39822452,5556.39822452,5556.39822452,0.0,0
215,1556849640,5556.39822452,5556.39822452,5556.39822452,5556.39822452,5556.39822452,0.0,0
216,1556849700,5556.39822452,5556.39822452,5556.39822452,5556.39822452,5556.39822452,0.0,0
217,1556849760,5558.05332027,5558.05332027,5558.05332027,5558.05332027,5558.05332027,0.01348067,1
218,1556849820,5562.17327306,5562.17327306,5562.17327306,5562.17327306,5562.17327306,0.14625362,4
219,1556849880,5565.70745847,5565.70745847,5565.70745847,5565.70745847,5565.70745847,0.11069018,8
220,1556849940,5569.75285084,5569.75285084,5569.75285083,5569.75285083,5569.75285084,0.35986637,5
221,1556850000,5569.75285083,5569.75285083,5569.75285083,5569.75285083,5569.75285083,0.0,0
222,1556850060,5561.34133465,5561.34133465,5561.34133465,5561.34133465,5561.34133465,0.08666974,2
223,1556850120,5555.68864501,5555.68864501,5555.68864501,5555.68864501,5555.68864501,0.00037919,1
224,1556850180,5553.19756056,5553.19756056,5553.19756056,5553.19756056,5553.19756056,0.00019809,1
225,1556850240,5554.0,5554.0,5554.0,5554.0,5554.0,0.00019809,1
226,1556850300,5555.96845344,5555.96845344,5555.96845344,5555.96845344,5555.96845344,0.00019798,1
227,1556850360,5565.75108549,5565.75108549,5565.75108549,5565.75108549,5565.75108549,0.04039594,1
228,1556850420,5565.75108549,5565.75108549,5565.75108549,5565.75108549,5565.75108549,0.0,0
229,1556850480,5565.52726211,5570.88108699,5565.52726211,5570.88108699,5567.60334649808,0.03496166,3
230,1556850540,5570.88108698,5575.0,5569.57180623,5571.12909652,5571.34701384518,0.2520962,13
231,1556850600,5576.75778416,5577.77777777,5572.70049187,5577.77777777,5577.22656811689,0.21111212,12
232,1556850660,5570.67978738,5570.67978738,5570.67978738,5570.67978738,5570.67978738,0.00023833,1
233,1556850720,5568.37558016,5568.84149621,5568.37558016,5568.84149621,5568.6533867248,0.01795113,3
234,1556850780,5566.95099102,5568.64052954,5566.95099102,5568.64052954,5567.47170393549,0.04164409,6
235,1556850840,5568.64052954,5568.64052954,5568.64052954,5568.64052954,5568.64052954,0.0,0
236,1556850900,5571.61150821,5571.61150822,5571.61150821,5571.61150822,5571.61150821472,2.5350781,3
237,1556850960,5571.61150822,5571.61150822,5571.61150822,5571.61150822,5571.61150822,0.0,0
238,1556851020,5571.61150822,5571.61150822,5571.61150822,5571.61150822,5571.61150822,0.0,0
239,1556851080,5571.61150822,5571.61150822,5571.61150822,5571.61150822,5571.61150822,0.0,0
240,1556851140,5571.61150822,5571.61150822,5571.61150822,5571.61150822,5571.61150822,0.0,0
241,1556851200,5571.61150822,5571.61150822,5571.61150822,5571.61150822,5571.61150822,0.0,0
242,1556851260,5571.61150828,5571.61150829,5567.66367359,5567.66367359,5571.53295806067,0.03782673,3
243,1556851320,5567.66367359,5567.66367359,5567.66367359,5567.66367359,5567.66367359,0.0,0
244,1556851380,5567.66367359,5567.66367359,5567.66367359,5567.66367359,5567.66367359,0.0,0
245,1556851440,5567.66367359,5567.66367359,5567.66367359,5567.66367359,5567.66367359,0.0,0
246,1556851500,5577.0,5577.77777776,5577.0,5577.77777776,5577.77752325475,0.60274251,4
247,1556851560,5577.77777777,5590.95,5577.77777777,5590.95,5583.91579716183,0.92479083,32
248,1556851620,5589.14955774,5596.00437295,5589.14955774,5592.00000004,5593.99080352592,1.34463807,13
249,1556851680,5592.00000004,5592.00000004,5592.00000004,5592.00000004,5592.00000004,0.0,0
250,1556851740,5589.23662972,5596.68800756,5589.23662972,5596.68800756,5591.38267162345,0.05309996,6
251,1556851800,5586.4784965,5586.4784965,5586.4784965,5586.4784965,5586.4784965,0.0214239,1
252,1556851860,5574.0,5587.60000083,5574.0,5587.60000083,5587.35398707807,0.02176763,3
253,1556851920,5580.0,5581.0,5580.0,5581.0,5580.5,0.00039376,2
254,1556851980,5586.93797336,5589.9636533,5586.43530537,5589.9636533,5586.73969066126,0.60785564,4
255,1556852040,5585.50000003,5585.50000003,5585.50000003,5585.50000003,5585.50000003,0.01140887,1
256,1556852100,5585.50000001,5586.89513429,5585.50000001,5586.89513429,5586.64016073359,0.14763458,3
257,1556852160,5579.0,5586.25411787,5579.0,5586.25411787,5582.77113575099,0.45816655,7
258,1556852220,5581.0,5584.33719209,5581.0,5584.33719209,5584.3267377406,0.06284718,2
259,1556852280,5581.0,5586.89769899,5581.0,5586.89769899,5583.948849495,0.00039376,2
260,1556852340,5587.94477155,5587.94477155,5587.94477155,5587.94477155,5587.94477155,0.12100129,1
261,1556852400,5587.94477155,5587.94477155,5587.94477155,5587.94477155,5587.94477155,0.0,0
262,1556852460,5575.0,5578.48589271,5574.9,5574.9,5574.90929019944,1.00078418,5
263,1556852520,5576.90000001,5580.35745326,5576.90000001,5580.35745326,5577.09791386631,0.0056279,4
264,1556852580,5580.0,5580.0,5580.0,5580.0,5580.0,0.00019688,1
265,1556852640,5580.0,5580.0,5580.0,5580.0,5580.0,0.0,0
266,1556852700,5581.0,5581.0,5581.0,5581.0,5581.0,0.00019688,1
267,1556852760,5581.0,5581.0,5581.0,5581.0,5581.0,0.0,0
268,1556852820,5577.97329757,5580.0,5577.97329757,5580.0,5578.30828891776,0.01485218,2
269,1556852880,5580.0,5580.0,5580.0,5580.0,5580.0,0.0,0
270,1556852940,5576.9,5576.9,5576.9,5576.9,5576.9,0.00311997,1
271,1556853000,5576.9,5576.9,5576.9,5576.9,5576.9,0.0,0
272,1556853060,5576.9,5576.9,5576.9,5576.9,5576.9,0.0,0
273,1556853120,5576.9,5576.9,5576.9,5576.9,5576.9,0.0,0
274,1556853180,5567.36800837,5567.36800837,5567.36800837,5567.36800837,5567.36800837,0.00089843,1
275,1556853240,5567.36800837,5567.36800837,5567.36800837,5567.36800837,5567.36800837,0.0,0
276,1556853300,5567.36800837,5567.36800837,5567.36800837,5567.36800837,5567.36800837,0.0,0
277,1556853360,5565.0,5565.0,5564.95180017,5564.95180017,5564.95503189773,0.02098659,3
278,1556853420,5564.73676648,5564.73676648,5564.24505351,5564.24505351,5564.45045790663,0.07847267,2
279,1556853480,5565.0,5565.0,5565.0,5565.0,5565.0,0.02173318,2
280,1556853540,5565.92960158,5565.92960158,5565.92960158,5565.92960158,5565.92960158,0.0082633,1
281,1556853600,5566.0,5566.0,5566.0,5566.0,5566.0,0.00019723,1
282,1556853660,5566.0,5566.0,5566.0,5566.0,5566.0,0.0,0
283,1556853720,5567.70000003,5567.70000003,5567.70000003,5567.70000003,5567.70000003,0.00629063,1
284,1556853780,5567.70000003,5567.70000003,5567.70000003,5567.70000003,5567.70000003,0.0,0
285,1556853840,5567.70000003,5567.70000003,5567.70000003,5567.70000003,5567.70000003,0.0,0
286,1556853900,5567.70000003,5567.70000003,5567.70000003,5567.70000003,5567.70000003,0.0,0
287,1556853960,5566.35216405,5566.35216405,5566.35216405,5566.35216405,5566.35216405,0.09271491,1
288,1556854020,5566.35216405,5566.35216405,5566.35216405,5566.35216405,5566.35216405,0.0,0
289,1556854080,5566.35216405,5566.35216405,5566.35216405,5566.35216405,5566.35216405,0.0,0
290,1556854140,5566.35216405,5566.35216405,5566.35216405,5566.35216405,5566.35216405,0.0,0
291,1556854200,5564.91447336,5599.57546744,5564.91447336,5599.57546744,5589.79568753936,15.36772254,24
292,1556854260,5599.57546744,5599.57546744,5599.57546744,5599.57546744,5599.57546744,0.0,0
293,1556854320,5599.57546744,5599.57546744,5599.57546744,5599.57546744,5599.57546744,0.0,0
294,1556854380,5567.99999999,5567.99999999,5567.99999999,5567.99999999,5567.99999999,0.59,3
295,1556854440,5567.99999999,5567.99999999,5567.99999999,5567.99999999,5567.99999999,0.0,0
296,1556854500,5568.0,5569.0,5568.0,5569.0,5568.5,0.00039518,2
297,1556854560,5573.0,5575.89928267,5573.0,5575.89928267,5575.89587730381,0.16804666,2
